# Content: Horizontal Lyapunov orbits family
# Author: Bober S.A.
# Generated by: OrbiPy Tutorial - Horizontal Lyapunov Orbits.ipynb
# URL: https://bitbucket.org/stas_bober/orbipy/src/master/tutorials/
# Constant set: Sun-Earth (default)
# Lagrange point: L1
# Columns: ['x', 'y', 'z', 'vx', 'vy', 'vz']
9.900355933542425158e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.474567131173897848e-05 0.000000000000000000e+00
9.900422387213522191e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.943894901303790638e-05 0.000000000000000000e+00
9.900488840884618114e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.340800704536491170e-04 0.000000000000000000e+00
9.900555294555715147e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.786692717404888685e-04 0.000000000000000000e+00
9.900601821911640954e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.098575037860438673e-04 0.000000000000000000e+00
9.900645835665373706e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.393375707608852258e-04 0.000000000000000000e+00
9.900686150184239143e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.663201473244677410e-04 0.000000000000000000e+00
9.900723584206438943e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.913579118657079513e-04 0.000000000000000000e+00
9.900758720284659198e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.148439489415703766e-04 0.000000000000000000e+00
9.900791933744764739e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.370317465437381839e-04 0.000000000000000000e+00
9.900823532100310187e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.581287983127268886e-04 0.000000000000000000e+00
9.900853758172417640e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.782988974267043492e-04 0.000000000000000000e+00
9.900882805285534660e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.976723909596783786e-04 0.000000000000000000e+00
9.900910829409272917e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.163544301671608084e-04 0.000000000000000000e+00
9.900937957714939230e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.344307369952935417e-04 0.000000000000000000e+00
9.900964295301156737e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.519721312360911424e-04 0.000000000000000000e+00
9.900989930077708223e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.690378599250972775e-04 0.000000000000000000e+00
9.901014936130601019e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.856778365715863697e-04 0.000000000000000000e+00
9.901039376776710199e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.019347127997525948e-04 0.000000000000000000e+00
9.901063306420057053e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.178451433205171969e-04 0.000000000000000000e+00
9.901086772200264896e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.334408686575367858e-04 0.000000000000000000e+00
9.901109815391223590e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.487496855859517932e-04 0.000000000000000000e+00
9.901132472177944788e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.637959612726146409e-04 0.000000000000000000e+00
9.901154774608210696e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.786012632966147477e-04 0.000000000000000000e+00
9.901176751230280626e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.931848154235714026e-04 0.000000000000000000e+00
9.901198427472717167e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.075637292508853562e-04 0.000000000000000000e+00
9.901219826262172008e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.217534292380159618e-04 0.000000000000000000e+00
9.901240968246652896e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.357678138537321008e-04 0.000000000000000000e+00
9.901261872110729279e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.496194440774615865e-04 0.000000000000000000e+00
9.901282554910830758e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.633197921551922411e-04 0.000000000000000000e+00
